Id,File,Time_diff
212,.gitignore,2
138,.gitmodules,137
8,.gitmodules,12
52,.gitmodules,31
17,.gitmodules,0
23,.qmake.conf,3
150,.qmake.conf,29
42,.qmake.conf,85
209,.qmake.conf,30
232,.qmake.conf,326
23,/MERGE_LIST,3
29,/MERGE_LIST,0
52,/MERGE_LIST,31
65,/MERGE_LIST,17
222,/MERGE_LIST,7
98,/MERGE_LIST,274
94,/MERGE_LIST,27
150,/MERGE_LIST,29
237,/MERGE_LIST,1
1,/MERGE_LIST,70
209,/MERGE_LIST,30
39,chromium/content/browser/accessibility/accessibility_tree_formatter_win.cc,81
39,chromium/content/browser/accessibility/browser_accessibility.cc,81
39,chromium/content/browser/accessibility/browser_accessibility_manager.h,81
133,config.tests/arch/arch.cpp,18
133,config.tests/arch/arch.pro,18
133,config.tests/unix/arch.test,18
17,configure,0
147,configure,165
133,configure,18
142,configure,8
17,configure.bat,0
115,dist/changes-4.8.6,3
183,doc/api/coding-style.qdoc,2
7,doc/doc.pri,3
60,doc/reference/items/product.qdoc,102
107,doc/src/projects/creator-projects-qbs.qdoc,236
100,doc/src/qml-folderlistmodel.qdoc,291
205,examples/bluetooth/chat/chat.qml,1
205,examples/bluetooth/chat/qmlchat.cpp,1
205,examples/bluetooth/chat/Search.qml,1
95,examples/canvas3d/framebuffer/doc/src/framebuffer.qdoc,8
95,examples/canvas3d/interaction/doc/src/interaction.qdoc,8
95,examples/canvas3d/jsonmodels/doc/src/jsonmodels.qdoc,8
95,examples/canvas3d/textureandlight/doc/src/textureandlight.qdoc,8
100,examples/declarative/animation/basics/color-animation/main.cpp,291
100,examples/declarative/animation/basics/color-animation/qml/color-animation/color-animation.qml,291
100,examples/declarative/animation/basics/property-animation/main.cpp,291
100,examples/declarative/animation/basics/property-animation/qml/property-animation/property-animation.qml,291
100,examples/declarative/animation/behaviors/behavior-example/main.cpp,291
100,examples/declarative/animation/behaviors/behavior-example/qml/behaviours/behavior-example.qml,291
100,examples/declarative/animation/behaviors/behavior-example/qml/behaviours/SideRect.qml,291
100,examples/declarative/animation/behaviors/wigglytext/main.cpp,291
100,examples/declarative/animation/behaviors/wigglytext/qml/wigglytext/wigglytext.qml,291
100,examples/declarative/animation/easing/easing.qml,291
100,examples/declarative/animation/easing/main.cpp,291
100,examples/declarative/animation/easing/qml/easing/content/QuitButton.qml,291
100,examples/declarative/animation/easing/qml/easing/easing.qml,291
100,examples/declarative/animation/states/main.cpp,291
100,examples/declarative/animation/states/qml/states/states.qml,291
100,examples/declarative/animation/states/qml/states/transitions.qml,291
100,examples/declarative/cppextensions/imageprovider/imageprovider.cpp,291
100,examples/declarative/cppextensions/imageprovider/imageprovider-example.qml,291
100,examples/declarative/cppextensions/networkaccessmanagerfactory/main.cpp,291
100,examples/declarative/cppextensions/networkaccessmanagerfactory/qml/networkaccessmanagerfactory/view.qml,291
100,examples/declarative/cppextensions/plugins/org/qtproject/TimeExample/Clock.qml,291
100,examples/declarative/cppextensions/plugins/plugin.cpp,291
100,examples/declarative/cppextensions/plugins/plugins.qml,291
100,examples/declarative/cppextensions/qgraphicslayouts/layoutitem/layoutitem.qml,291
100,examples/declarative/cppextensions/qgraphicslayouts/layoutitem/main.cpp,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicsgridlayout/gridlayout.cpp,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicsgridlayout/gridlayout.h,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicsgridlayout/main.cpp,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicsgridlayout/qml/qgraphicsgridlayout/qgraphicsgridlayout.qml,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicslinearlayout/linearlayout.cpp,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicslinearlayout/linearlayout.h,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicslinearlayout/main.cpp,291
100,examples/declarative/cppextensions/qgraphicslayouts/qgraphicslinearlayout/qml/qgraphicslinearlayout/qgraphicslinearlayout.qml,291
100,examples/declarative/cppextensions/qwidgets/qwidgets.cpp,291
100,examples/declarative/cppextensions/qwidgets/qwidgets.qml,291
100,examples/declarative/cppextensions/referenceexamples/adding/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/adding/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/adding/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/adding/person.h,291
100,examples/declarative/cppextensions/referenceexamples/attached/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/attached/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/attached/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/attached/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/attached/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/attached/person.h,291
100,examples/declarative/cppextensions/referenceexamples/binding/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/binding/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/binding/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/binding/happybirthdaysong.cpp,291
100,examples/declarative/cppextensions/referenceexamples/binding/happybirthdaysong.h,291
100,examples/declarative/cppextensions/referenceexamples/binding/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/binding/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/binding/person.h,291
100,examples/declarative/cppextensions/referenceexamples/coercion/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/coercion/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/coercion/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/coercion/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/coercion/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/coercion/person.h,291
100,examples/declarative/cppextensions/referenceexamples/default/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/default/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/default/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/default/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/default/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/default/person.h,291
100,examples/declarative/cppextensions/referenceexamples/extended/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/extended/lineedit.cpp,291
100,examples/declarative/cppextensions/referenceexamples/extended/lineedit.h,291
100,examples/declarative/cppextensions/referenceexamples/extended/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/grouped/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/grouped/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/grouped/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/grouped/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/grouped/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/grouped/person.h,291
100,examples/declarative/cppextensions/referenceexamples/methods/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/methods/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/methods/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/methods/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/methods/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/methods/person.h,291
100,examples/declarative/cppextensions/referenceexamples/properties/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/properties/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/properties/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/properties/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/properties/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/properties/person.h,291
100,examples/declarative/cppextensions/referenceexamples/signal/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/signal/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/signal/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/signal/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/signal/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/signal/person.h,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/birthdayparty.cpp,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/birthdayparty.h,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/example.qml,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/happybirthdaysong.cpp,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/happybirthdaysong.h,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/main.cpp,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/person.cpp,291
100,examples/declarative/cppextensions/referenceexamples/valuesource/person.h,291
100,examples/declarative/demos/calculator/main.cpp,291
100,examples/declarative/demos/calculator/qml/calculator/calculator.qml,291
100,examples/declarative/demos/calculator/qml/calculator/CalculatorCore/Button.qml,291
100,examples/declarative/demos/calculator/qml/calculator/CalculatorCore/Display.qml,291
100,examples/declarative/demos/doc/src/qml-calculator.qdoc,291
100,examples/declarative/demos/doc/src/qml-minehunt.qdoc,291
100,examples/declarative/demos/doc/src/qml-photoviewer.qdoc,291
100,examples/declarative/demos/doc/src/qml-rssnews.qdoc,291
100,examples/declarative/demos/doc/src/qml-samegame.qdoc,291
100,examples/declarative/demos/doc/src/qml-snake.qdoc,291
100,examples/declarative/demos/doc/src/qml-twitter.qdoc,291
100,examples/declarative/demos/minehunt/main.cpp,291
100,examples/declarative/demos/minehunt/minehunt.cpp,291
100,examples/declarative/demos/minehunt/minehunt.h,291
100,examples/declarative/demos/minehunt/qml/minehunt/minehunt.qml,291
100,examples/declarative/demos/minehunt/qml/minehunt/MinehuntCore/Explosion.qml,291
100,examples/declarative/demos/minehunt/qml/minehunt/MinehuntCore/Tile.qml,291
100,examples/declarative/demos/photoviewer/main.cpp,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/photoviewer.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/AlbumDelegate.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/BusyIndicator.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/Button.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/EditableButton.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/PhotoDelegate.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/ProgressBar.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/RssModel.qml,291
100,examples/declarative/demos/photoviewer/qml/photoviewer/PhotoViewerCore/Tag.qml,291
100,examples/declarative/demos/rssnews/main.cpp,291
100,examples/declarative/demos/rssnews/qml/rssnews/content/BusyIndicator.qml,291
100,examples/declarative/demos/rssnews/qml/rssnews/content/CategoryDelegate.qml,291
100,examples/declarative/demos/rssnews/qml/rssnews/content/NewsDelegate.qml,291
100,examples/declarative/demos/rssnews/qml/rssnews/content/RssFeeds.qml,291
100,examples/declarative/demos/rssnews/qml/rssnews/content/ScrollBar.qml,291
100,examples/declarative/demos/rssnews/qml/rssnews/rssnews.qml,291
100,examples/declarative/demos/samegame/main.cpp,291
100,examples/declarative/demos/samegame/qml/samegame/samegame.qml,291
100,examples/declarative/demos/samegame/qml/samegame/SamegameCore/BoomBlock.qml,291
100,examples/declarative/demos/samegame/qml/samegame/SamegameCore/Button.qml,291
100,examples/declarative/demos/samegame/qml/samegame/SamegameCore/Dialog.qml,291
100,examples/declarative/demos/snake/main.cpp,291
100,examples/declarative/demos/snake/qml/snake/content/Button.qml,291
100,examples/declarative/demos/snake/qml/snake/content/Cookie.qml,291
100,examples/declarative/demos/snake/qml/snake/content/HighScoreModel.qml,291
100,examples/declarative/demos/snake/qml/snake/content/Link.qml,291
100,examples/declarative/demos/snake/qml/snake/content/Skull.qml,291
100,examples/declarative/demos/snake/qml/snake/snake.qml,291
100,examples/declarative/demos/twitter/main.cpp,291
100,examples/declarative/demos/twitter/qml/twitter/twitter.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/Button.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/FatDelegate.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/Input.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/Loading.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/MultiTitleBar.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/RssModel.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/SearchView.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/TitleBar.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/ToolBar.qml,291
100,examples/declarative/demos/twitter/qml/twitter/TwitterCore/UserModel.qml,291
100,examples/declarative/flickr/main.cpp,291
100,examples/declarative/flickr/qml/flickr/common/Progress.qml,291
100,examples/declarative/flickr/qml/flickr/common/RssModel.qml,291
100,examples/declarative/flickr/qml/flickr/common/ScrollBar.qml,291
100,examples/declarative/flickr/qml/flickr/common/Slider.qml,291
100,examples/declarative/flickr/qml/flickr/flickr.qml,291
100,examples/declarative/flickr/qml/flickr/flickr-90.qml,291
100,examples/declarative/flickr/qml/flickr/mobile/Button.qml,291
100,examples/declarative/flickr/qml/flickr/mobile/GridDelegate.qml,291
100,examples/declarative/flickr/qml/flickr/mobile/ImageDetails.qml,291
100,examples/declarative/flickr/qml/flickr/mobile/ListDelegate.qml,291
100,examples/declarative/flickr/qml/flickr/mobile/TitleBar.qml,291
100,examples/declarative/flickr/qml/flickr/mobile/ToolBar.qml,291
100,examples/declarative/helper/qmlapplicationviewer/qmlapplicationviewer.cpp,291
100,examples/declarative/helper/qmlapplicationviewer/qmlapplicationviewer.h,291
100,examples/declarative/i18n/main.cpp,291
100,examples/declarative/i18n/qml/i18n/i18n.qml,291
100,examples/declarative/imageelements/borderimage/main.cpp,291
100,examples/declarative/imageelements/borderimage/qml/borderimage/borderimage.qml,291
100,examples/declarative/imageelements/borderimage/qml/borderimage/content/MyBorderImage.qml,291
100,examples/declarative/imageelements/borderimage/qml/borderimage/content/ShadowRectangle.qml,291
100,examples/declarative/imageelements/borderimage/qml/borderimage/shadows.qml,291
100,examples/declarative/imageelements/image/main.cpp,291
100,examples/declarative/imageelements/image/qml/image/image.qml,291
100,examples/declarative/imageelements/image/qml/image/ImageCell.qml,291
100,examples/declarative/imageelements/shadows/main.cpp,291
100,examples/declarative/imageelements/shadows/qml/shadows/borderimage.qml,291
100,examples/declarative/imageelements/shadows/qml/shadows/content/MyBorderImage.qml,291
100,examples/declarative/imageelements/shadows/qml/shadows/content/ShadowRectangle.qml,291
100,examples/declarative/imageelements/shadows/qml/shadows/shadows.qml,291
100,examples/declarative/keyinteraction/focus/main.cpp,291
100,examples/declarative/keyinteraction/focus/qml/focus/focus.qml,291
100,examples/declarative/keyinteraction/focus/qml/focus/FocusCore/ContextMenu.qml,291
100,examples/declarative/keyinteraction/focus/qml/focus/FocusCore/GridMenu.qml,291
100,examples/declarative/keyinteraction/focus/qml/focus/FocusCore/ListMenu.qml,291
100,examples/declarative/keyinteraction/focus/qml/focus/FocusCore/ListViewDelegate.qml,291
100,examples/declarative/modelviews/abstractitemmodel/main.cpp,291
100,examples/declarative/modelviews/abstractitemmodel/model.cpp,291
100,examples/declarative/modelviews/abstractitemmodel/model.h,291
100,examples/declarative/modelviews/abstractitemmodel/qml/abstractitemmodel/view.qml,291
100,examples/declarative/modelviews/gridview/main.cpp,291
100,examples/declarative/modelviews/gridview/qml/gridview-example/gridview-example.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/main.cpp,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/content/PetsModel.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/content/PressAndHoldButton.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/content/RecipesModel.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/content/TextButton.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/dynamiclist.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/expandingdelegates.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/highlight.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/highlightranges.qml,291
100,examples/declarative/modelviews/listview/dynamiclist/qml/dynamic/sections.qml,291
100,examples/declarative/modelviews/listview/expandingdelegates/main.cpp,291
100,examples/declarative/modelviews/listview/expandingdelegates/qml/expandingdelegates/content/PetsModel.qml,291
100,examples/declarative/modelviews/listview/expandingdelegates/qml/expandingdelegates/content/PressAndHoldButton.qml,291
100,examples/declarative/modelviews/listview/expandingdelegates/qml/expandingdelegates/content/RecipesModel.qml,291
100,examples/declarative/modelviews/listview/expandingdelegates/qml/expandingdelegates/content/TextButton.qml,291
100,examples/declarative/modelviews/listview/expandingdelegates/qml/expandingdelegates/dynamiclist.qml,291
