Id,File,Time_diff
106,etc/barbican/barbican.conf,641
264,extraconfig/tasks/pacemaker_resource_restart.sh,5
255,heat/engine/resources/stack_resource.py,176
255,heat/tests/test_stack_resource.py,176
250,neutron/tests/unit/extensions/test_l3.py,2
181,nova/compute/api.py,80
245,puppet/services/ceph-base.yaml,2
176,tools/sample_data.py,0
134,ceilometer/meter/notifications.py,9
137,cinder/db/sqlalchemy/api.py,23
137,cinder/db/sqlalchemy/migrate_repo/versions/062_deleted_type_to_Integer.py,23
137,cinder/db/sqlalchemy/migrate_repo/versions/062_sqlite_upgrade.sql,23
137,cinder/db/sqlalchemy/models.py,23
137,cinder/tests/unit/test_migrations.py,23
257,"	devops/helpers/helpers.py",0
123,environments/neutron-plumgrid.yaml,5
256,hiera/neut_tun.vms_conf-virt.yaml,0
250,neutron/db/l3_db.py,2
287,neutron/tests/common/net_helpers.py,33
287,neutron/tests/fullstack/base.py,33
287,neutron/tests/fullstack/config_fixtures.py,33
287,neutron/tests/fullstack/fullstack_fixtures.py,33
287,neutron/tests/fullstack/test_l3_agent.py,33
287,neutron/tests/fullstack/test_sanity.py,33
181,nova/api/openstack/compute/contrib/services.py,80
149,nova/api/openstack/compute/schemas/v3/volumes.py,4
181,nova/availability_zones.py,80
181,nova/db/sqlalchemy/api.py,80
181,nova/tests/api/openstack/compute/contrib/test_services.py,80
181,nova/tests/compute/test_host_api.py,80
8,puppet/compute.yaml,95
8,puppet/controller.yaml,95
123,puppet/controller.yaml,5
123,puppet/extraconfig/pre_deploy/controller/neutron-plumgrid.yaml,5
123,puppet/manifests/overcloud_compute.pp,5
123,puppet/manifests/overcloud_controller.pp,5
123,puppet/manifests/overcloud_controller_pacemaker.pp,5
137,releasenotes/notes/add-del-volumeTypeAccess-b1c8cb14a9d14db3.yaml,23
139,"releasenotes/notes/lookup-meter-def-vol-correctly-0122ae429275f2a6.yaml				8	",97
162,setup.py,367
162,tools/pip-requires,367
162,tox.ini,367
256,utils/generate_yamls.sh,0
88,.gitignore,14
65,.gitreview,21
67,.gitreview,12
80,.gitreview,5
335,.jscsrc,28
154,2015.next.json,130
189,accessbot/channels.yaml,0
237,accessbot/channels.yaml,12
69,amqp1-requirements.txt,45
183,ansible/roles/cinder/templates/cinder-backup.json.j2,2
183,ansible/roles/cinder/templates/cinder-volume.json.j2,2
40,anvil/shell.py,3
272,aodh/tests/db.py,6
272,aodh/tests/storage/sqlalchemy/test_migrations.py,6
231,apidocs/src/samples/db-backups-by-instance-response-json.txt,5
231,apidocs/src/samples/db-change-user-attributes-response-json.txt,5
231,apidocs/src/samples/db-configuration-attach-to-instance-response-json.txt,5
231,apidocs/src/samples/db-configuration-delete-response-json.txt,5
231,apidocs/src/samples/db-configuration-detach-from-instance-request-json.txt,5
231,apidocs/src/samples/db-configuration-detach-from-instance-response-json.txt,5
231,apidocs/src/samples/db-configuration-details-response-json.txt,5
231,apidocs/src/samples/db-configuration-parameters-without-datastore-version-response-json.txt,5
231,apidocs/src/samples/db-configuration-parameter-without-datastore-version-response-json.txt,5
231,apidocs/src/samples/db-configuration-update-parameters-response-json.txt,5
231,apidocs/src/samples/db-create-databases-response-json.txt,5
231,apidocs/src/samples/db-create-instance-request-json.txt,5
231,apidocs/src/samples/db-create-users-response-json.txt,5
231,apidocs/src/samples/db-delete-databases-response-json.txt,5
231,apidocs/src/samples/db-delete-instance-response-json.txt,5
231,apidocs/src/samples/db-delete-users-response-json.txt,5
231,apidocs/src/samples/db-instance-reboot-response-json.txt,5
231,apidocs/src/samples/db-instance-resize-flavor-response-json.txt,5
231,apidocs/src/samples/db-instance-resize-volume-request-json.txt,5
231,apidocs/src/samples/db-instance-resize-volume-response-json.txt,5
231,apidocs/src/samples/db-instance-restart-request-json.txt,5
231,apidocs/src/samples/db-instance-restart-response-json.txt,5
231,apidocs/src/samples/db-list-user-dbs-response-json.txt,5
231,apidocs/src/samples/db-list-users-pagination-response-json.txt,5
231,apidocs/src/samples/db-restore-delete-response-json.txt,5
231,apidocs/src/samples/db-revoke-user-access-response-json.txt,5
231,api-ref/source/api-versions.inc,5
231,api-ref/source/conf.py,5
231,api-ref/source/configurations.inc,5
231,api-ref/source/database-instance-actions.inc,5
231,api-ref/source/database-instances.inc,5
231,api-ref/source/databases.inc,5
231,api-ref/source/datastores.inc,5
231,api-ref/source/flavors.inc,5
231,api-ref/source/index.rst,5
231,api-ref/source/parameters.yaml,5
231,api-ref/source/samples/db-attach-config-group-request.json,5
231,api-ref/source/samples/db-attach-config-group-request-json-http.txt,5
231,api-ref/source/samples/db-attach-config-group-response-json-http.txt,5
